Liv__1 Liv__2 Liv__3 Liv__4 Liv__5 Myo__1 Myo__2 Myo__3 Myo__4 Myo__5
Myh1 24.7356705370004 NA 20.5586371868632 21.6179698367575 21.2249249319142 37.7676949092026 37.5337630819332 37.0551941681154 37.7398340492854 37.6425994364172
Myh10 26.7055180247266 27.1383766518025 26.522980681708 26.9851499964385 27.1279629682267 NA NA NA NA NA
Myh11 27.7218723175134 28.1121569780573 27.550469552176 28.3950747550041 27.8031277059519 30.760575389167 30.6952215625986 30.4796067657092 29.9675355093467 30.5275330251105
Myh13 NA NA NA NA NA 34.5676388178443 33.8091016800519 34.8315849473208 34.3169722604097 34.2687096322237
Myh14 26.1133524200345 25.7084042109584 25.867162375269 27.0036320833478 25.8080791783952 NA NA 27.1130418865274 NA NA
Myh15 30.0684000122142 30.5623859464013 30.0084729430726 30.5095976013132 29.9514885826261 31.2320994787176 30.03336300664 30.9389501472741 30.7772036031705 29.515590722439
Myh2 27.9232605090289 27.2613797234338 23.9258094896704 NA NA 38.5181074538366 38.477010796937 38.6404812984185 38.5209866388334 38.4615631426255
Myh3 NA NA NA NA NA 35.4624637863451 35.0092179308098 35.1913080509805 36.1672002429802 36.1199246663137
Myh4 32.8555352637485 30.280077419431 29.2107802190704 28.9580766369679 28.3676609656084 42.6039675742621 42.3504037495491 42.6382874168325 42.4957728334743 42.5195931296645
Myh7 23.1984921300717 21.4607156829035 20.8129645714719 21.2652688119411 NA 37.5204902881857 36.5949377156412 37.5647432385097 37.1679366249821 36.5243780817439
Myh7b 26.3421810982079 25.0962085757259 26.3644483504648 27.1487148836217 26.4735150066777 27.4864523380693 26.9072336090356 27.3918873917222 26.6020431663474 27.0133758743072
Myh8 NA NA NA NA NA 30.0046028474836 37.7603935866495 38.064670364775 37.7752203752765 37.7038723097607
Myh9 34.0346826578213 34.2876999709444 33.9320419111512 33.667992085007 34.1106278679625 30.7377124311141 31.0276307164244 30.8490776095425 30.9983158850155 31.0767826180359
Myl1 25.9781931042809 23.7248217168508 22.865480347968 NA NA 39.38622498332 39.0620355364434 39.4063494337218 39.1351121362793 39.0455162854487
Myl2 NA 24.4593908070758 NA NA NA 34.8730444927319 34.5206165145675 34.7531749902594 34.3621146259505 34.4542699794753
Myl3 21.9590936704636 NA 22.1470723108566 NA 21.7012919280007 36.0297337735977 35.584091372286 36.0012685137294 35.4535741550753 35.6548730181376
Myl4 NA NA NA NA NA NA 27.5484594184739 27.3264169221516 27.1536150198538 27.7678165332249
Myl6 30.5182012046837 30.5702843703429 30.4851996318612 30.5343358223363 30.2490606672943 29.1149103465661 29.4733426838016 28.6393371145219 28.3712863979904 29.0217401487099
Myl6b NA NA NA NA NA 30.7913290342726 30.8470911050352 30.610097547682 30.5246937998869 30.84751809608
Mylk 25.7188132062065 25.9602082493189 25.9381636718057 25.2298012551944 26.1250521403334 NA NA NA NA NA
Mylk2 NA NA NA NA NA 30.8704194024708 30.5192100185596 30.8615805817474 30.7245722101079 30.902642637259
Mylpf NA NA NA NA NA 36.0726285712641 36.3557664119346 35.9729842505818 35.8980639730441 35.7174174301623
Mylpf.1 30.902375924375 25.4422474110465 22.2366291793022 20.3435303642542 20.8534395728252 39.5679817451197 39.3198168857647 39.0287720287676 39.4671843739326 39.3830450086722
Myo16 26.4999383676326 26.5788753213766 26.1344976934297 NA 26.5876735263692 NA NA NA NA NA
Myo18a 27.4438544072528 27.9053065053857 27.2807473301145 27.2304916115881 27.6730222717496 NA 27.0780570292735 28.1427658809966 NA 26.4766669914567
Myo1b 29.0463823253956 29.0535667119678 28.9197153004389 28.2223295187086 29.1200872759088 NA NA NA NA NA
Myo1c 25.4864212421986 25.7337537476353 25.6293661443008 25.1079846919164 25.7114147168288 NA NA NA NA 26.5721742508054
Myo6 26.7123589788785 26.7889674651088 26.4054812399643 26.6111003320838 26.5771160036258 NA NA NA NA NA
Myom1 NA NA 19.5271391631899 21.4921232490507 NA 36.7450136330563 35.9548823743725 36.7416045048357 36.6132672498275 36.6183934350112
Myom2 22.2108447594 15.4871778229437 NA 18.8150298644746 NA 36.636022021759 36.5365608455287 37.4363502709509 37.3461540157112 36.6092126823561
Myom3 NA 24.2094381423415 NA NA NA 30.4732433962491 30.3439510892466 30.1126843147009 30.0918778823037 30.0550405510464
Myot NA NA NA NA NA 33.2402558056942 32.9984768781027 33.2686225194032 32.9568535097216 32.8540169518431
Myoz1 24.192718398735 NA NA NA NA 35.739715291369 35.6137078027289 36.0041329491525 35.7940727079882 35.6811583594261
Myoz2 NA NA NA NA NA 30.8696406797557 30.5996720466679 31.1456699208871 30.3396502868312 30.5110560615665
Myoz3 NA NA NA NA NA 31.4379270271449 30.4016229041501 30.5035330610534 30.8543768258729 30.7091685394825
Mypn NA NA NA NA NA 28.5008352195983 27.1448102053927 27.5486683658126 27.6372641905263 26.4374185196169
Naa10 25.9592970573743 26.0899996861892 26.6122049085965 26.3514029786715 26.3018927336782 NA NA NA NA NA
Naa15 25.2543139005122 25.5994698394053 25.1773091268967 24.258387778899 25.2916756538265 NA NA NA NA NA
Naa50 26.298046634197 26.6244474944939 26.6851007570692 26.4854512309687 26.4156751139756 NA 25.9290900556325 26.6245857683004 25.9828649502883 25.3879464786786
Naca 30.4212345581596 30.4815109808957 30.761723699377 30.8776127457081 30.6929266308391 32.2134568221853 32.7649307766902 32.7891136034446 32.5716315271512 32.8030685317872
Nadk2 29.2051217564287 29.3630904020265 29.376219161187 29.1753086216486 29.1225095067678 NA NA NA NA NA
Nae1 25.9965524730489 26.2813332109284 25.8221138363156 25.9197680583236 26.0504279814083 NA 27.0524949252108 NA NA NA
Naga 28.040721607346 27.9683731083093 28.2099436316066 27.6861358257264 27.8695241818812 NA NA NA NA NA
Nagk NA 24.5972988050601 24.7239489871904 NA 24.4914582111099 NA NA NA NA NA
Naglu 25.3837141491108 25.7244869185653 25.8856369796454 26.0167095171038 25.3409182973449 NA NA NA NA NA
Nags 23.6254004882856 23.0346637412378 23.4759652155319 NA 23.237851886311 NA NA NA NA NA
Nampt 29.6609096019836 29.7045900283327 29.8903149859417 29.7615897174298 29.8262766836772 28.4355836724057 30.2428607368075 29.5743184670585 30.1451037077162 30.502190791463
Nans 25.518701842398 25.8215952799697 25.700220692861 26.0405842355206 26.0106263263849 NA 25.7173225773871 NA NA 25.7975407288214
Nap1l1 28.3345543857987 28.0332969054739 28.3453154683647 28.6992514329351 28.2390497530407 NA 28.295741741744 NA NA 28.9728091571696
Nap1l4 26.9692644759674 27.2730752136492 27.1451101856231 27.9345680269725 27.2120437754066 29.4884827100014 28.638526263155 28.8965841164686 28.7784179496947 28.702798635842
Napa 26.7044244336981 26.6935897557971 26.5263178877081 26.4612406773769 26.5314469618902 NA 26.7652703843768 26.8027400923561 27.2712673729493 27.0776448590809
Napg 26.7925774449311 26.4324657384905 26.3576960671576 26.7198291781795 NA NA NA 27.6661938272204 NA 26.8631587711305
Naprt 29.0976982023502 29.0527433230105 27.8836994119957 28.0358452659405 28.8721218828209 NA NA NA 23.3333196244969 NA
Nasp 23.8482970840256 24.2032890427845 24.0212525321014 24.1459558561201 24.0469699083453 NA NA NA NA NA
Nat2 27.107903835012 26.0253723989382 25.7404871864688 27.1007222045609 25.2130772986551 NA NA NA NA NA
Nat8f1 27.2707015068644 26.8213742929958 27.5307197885502 27.6273628072627 27.4033527890645 NA NA NA NA NA
Nat8f2 27.5877449668865 27.7915080016273 27.8727888405237 26.6372687919421 27.8769338101613 NA NA NA NA NA
Naxd 29.3319334227588 29.191246615086 28.8891239106899 29.2140057340523 29.1247629310176 NA 27.7429116231972 27.0558484303148 27.1484028278448 27.9202387388459
Naxe 30.0937740982343 29.8191164456513 29.8067957801947 29.8517602173077 29.9438306180829 28.6824315197575 28.9840817901119 NA 29.0287991996803 28.9325358694078
Ncam1 NA NA NA NA 22.5604644435747 NA 26.7611152215935 26.6225177333874 26.7742808678719 27.0789703783224
Ncl 32.0238640071818 32.1002141326861 31.9101773461003 32.3784520786631 32.0360707610126 25.0029561712861 29.600791171943 28.8803757668144 29.2462861655566 29.8611416723249
Ncln.1 25.0771561008632 24.944905546346 25.7334997662253 25.3506363395311 25.8366139964465 NA NA NA NA NA
Ncstn 24.5353246731504 25.0243007680291 NA 24.8704289691744 24.0742838232718 NA NA NA NA 24.8961227929388
Ndrg2 32.2334331506101 32.1931026353584 32.0942310365294 31.9399387474833 32.2032244707611 33.1371655003865 32.604219941142 33.144118036428 32.8392442512822 32.7700339797153
Ndufa10 29.7540590450913 29.8133405750136 29.721199145594 29.4343573832259 29.8992581482228 31.7932662077311 31.6224315678913 31.5826046320446 31.5683035094335 31.5667399207561
Ndufa11 26.5147599264204 26.2307836460076 26.6947965182942 24.7871406988796 26.3185059643708 28.5593495198105 27.949187569746 28.5423631715076 27.6932472301874 28.0760526267395
Ndufa12 28.8643917448905 28.7818868548768 29.0589815510184 28.7339070653076 28.8228504954815 30.4447700280197 30.3661878494484 30.5162955510054 30.4386560243528 30.7424861697343
Ndufa13 28.8945623100993 28.5230389292728 28.9742373668459 29.4137176171669 29.00579568588 31.3364280869026 30.3683799056144 30.6844020890344 30.93678476755 30.8140799043615
Ndufa2 28.811099859966 29.1813431866593 28.9604954243749 28.6913490784836 28.5845356707311 31.2745723770594 30.8285726895148 31.3316804970915 31.2253693581009 31.0949952726693
Ndufa3 28.5581397086756 28.9890158276478 29.3372321804177 29.6881048573885 28.263632118025 30.9508782829507 30.9691041201583 31.5601611723684 30.6475956009184 31.1568700317631
Ndufa4 31.5224031463402 31.4277480228082 31.6163780224629 31.5625093181522 31.46573143977 32.9133163834231 32.667241428286 32.4532661412791 32.6651712302298 32.5578845515682
Ndufa5 29.469991356338 29.3234412274508 29.2311595066913 29.5151540309279 29.1705626161391 30.5610043030631 30.5438346982685 30.2919327734627 30.3858896332843 30.5604074987599
Ndufa6 29.8348720254221 29.9951514835115 30.0755915127688 29.8544033880315 29.9787862524797 31.1187917116759 30.6516297731459 31.0768569964505 30.7382813965607 30.7332555752385
Ndufa7 30.0540321614084 29.9555295761555 30.058219454555 29.6995572207281 29.9302782129603 31.5882405841035 30.9934522040756 31.3326019544621 31.2057674282116 31.086453244626
Ndufa8 30.535215641649 30.5912278532163 30.7440907638476 30.6259155786883 30.6012364428295 32.174126943267 31.6508354687483 32.1915091094494 31.7928192776555 31.8508196813797
Ndufa9 29.6154861061928 29.651063634249 29.7808911101149 29.6806177292885 29.6712184642881 31.7392966721426 31.3961985208299 32.1513386709738 31.6091884215449 31.8069983216197
Ndufab1 30.0946280727647 30.1340643782119 29.9522550217583 30.0623886058389 30.065837968496 31.704097469749 31.4661966012242 31.7680100314223 31.6247199774938 31.5627780136555
Ndufaf1 27.772557683888 27.7334797389171 27.5306125847574 27.4589082856406 27.6459295601457 NA NA 26.6677719166319 NA NA
Ndufaf2 27.7080995857089 27.3758436252025 27.8802119501354 28.0326374520764 27.6217987583132 NA 25.3869936015255 26.4537249969115 25.6516581202572 25.7889160274919
Ndufaf4 26.7972478764651 27.0094885903528 27.4341329226613 27.9598057805325 26.990466750723 NA 26.0349905992819 NA NA NA
Ndufb10 30.553481804336 30.7643671116239 30.951204133009 31.0266972510991 30.8098610178153 32.2003329146509 31.7521250889353 32.0145356525496 31.7254795487256 31.8772019496546
Ndufb11 28.8110074905356 28.918818122186 28.8161055150397 28.7964688529009 28.7030036175845 29.1046978009868 29.5198829877317 30.034710610379 29.0558027597484 29.3233860948254
Ndufb3 28.2580183918525 28.6707722567178 28.7511583194089 28.7242982031382 28.6129513528952 29.9063362419014 29.505051543529 29.6558988623562 29.8089124628979 29.1330599013234
Ndufb4 27.4944845886748 27.763360897735 27.9503728884248 27.6328416837704 27.599735733391 29.067539540874 29.3936939071936 29.518024721065 29.5046620503304 29.2776807157552
Ndufb5 28.8167002391312 28.9863078502673 29.3503958677617 29.2287162072143 28.8758030350202 30.0777864095314 29.8943878717855 30.1285641586414 29.7881165351833 30.0455462123123
Ndufb6 27.8247286128872 28.2828052805752 28.8240658672062 28.611275369397 28.3551382747632 30.2170297588479 29.7081888678968 30.8887742068865 30.3316807344305 30.4081671394578
Ndufb7 28.7749510977488 29.198425985397 29.0707152071687 29.0882907296339 28.8843055772361 30.5447886253809 30.1614284219365 30.2149353140437 30.0534583224543 30.2918108195544
Ndufb8 28.3929570470163 28.7549483776167 28.9998834365717 28.7385845930596 28.7118778573956 30.387370638482 30.5733095918621 30.3597043270938 29.8257741018119 30.2990802561754
Ndufb9 28.9053532889802 28.6074327250728 28.6822323594848 28.1477843016024 28.8300316254718 29.9526652929569 29.8169688538576 30.1590299144897 29.7834086643246 29.8556806031514
Ndufc2 29.1618293628682 29.2447558367491 29.501016552737 29.453869683643 29.3160069028476 30.7857967248847 30.7068851418103 30.5959689642065 30.6817655590422 30.8218198096572
Ndufs1 31.21465857719 31.384267986011 31.1453377441879 30.6687731705697 31.2473381464742 33.4704102084659 33.2828354009682 33.5496329064181 33.26213763754 33.2301368795004
Ndufs2 28.8826575903297 28.9321830495702 28.8910667376591 28.8652843974164 28.9664589278968 31.3023733956221 30.6698313813639 30.7166417613671 30.9386270549167 30.7467667023587
Ndufs3 30.1781964851646 30.4236973669144 30.2756230918531 30.5649965290887 30.1150462918953 32.013251445818 31.668628547084 31.9580841813646 31.5447294385208 31.385514020238
Ndufs4 30.1128204763126 30.3711962490339 30.4932672987105 30.4466009789806 30.3156861970463 31.4414499106682 31.6508884359825 31.4147356996676 31.4740830575933 31.2119772618167
Ndufs5 28.8597331042801 29.358639664774 29.1995968710889 29.638790544623 29.3709213646122 30.9265879496158 30.372497115339 30.7368523224276 30.2591109957524 30.6873907833909
Ndufs6 30.0154709934534 30.3161404699859 30.1840214536676 30.3878970442795 29.9681127509653 32.3106758714076 32.4036989510078 33.0498199111438 32.3290846334205 32.4839824712411
Ndufs7 26.5496117635842 26.7923538539278 27.1815485295651 26.9388781564415 26.876107561679 29.9888092501994 29.4349786231143 29.1586489226033 29.7034901807471 29.4121690700153
Ndufs8 26.6892275055005 27.0958431900104 26.9825102755741 26.796600796659 26.8822712650042 28.599033007364 28.2744473663545 28.5086787909017 28.4192062535756 28.1890665897656
Ndufv1 30.5708378466316 30.5201058868853 30.334072141956 30.1588605446869 30.537757841274 32.5939769536526 32.2590741049631 32.6183072592786 32.1934374470621 32.3389736295691
Ndufv2 29.360047764851 29.6482111761525 28.912554897938 29.7670989831361 29.2935789629116 31.2822837563162 30.8188936048974 31.4201641334179 30.5305688705294 31.0021533580271
Ndufv3 27.8508422738161 27.5086711799357 27.4692353459432 27.9729033309225 27.3700722073189 NA 29.4659437387081 29.3067323536197 28.4865411499134 29.4118009349441
Ndufv3.1 25.5981670132504 25.7027566324354 25.803263568464 NA 25.3863137703418 27.860509456049 28.3279536309609 27.9934532084855 27.5713465691148 28.5828650976122
Neb NA NA NA NA NA 31.2353848167199 31.0574263449303 31.2391342754688 31.0980399722097 31.1843788930164
Neb.1 NA NA NA NA NA 29.7205648859378 29.6875377181196 30.1851633314089 29.9859149523762 29.9665028107245
Neb.2 NA NA NA NA NA 28.8978716001439 28.4709445864395 28.4975475031414 28.7894034065398 28.5721742508054
Neb.3 23.5222042715236 23.5930332141542 23.0243622497985 22.9408214807021 23.4460926545006 39.3487334862694 39.1951446345975 39.7597733058135 39.2544319849483 39.2856430059922
Necap1 24.7105775071055 24.8644289312371 24.5630717038 25.1516337034354 NA NA NA NA NA NA
Nedd4 25.4139516739743 25.2957746699732 25.3799311150078 25.6780417430138 25.4242920919636 NA 25.8603336705516 NA NA 25.9787436931219
Nefl NA NA NA NA NA 26.8536847935585 28.0758493853219 28.4529342624215 27.8180286054731 28.6868475386502
Nefm NA NA NA NA NA 27.3391630546238 27.7650824845275 27.497657051343 27.370140123896 28.2838437501551
Nexn NA NA NA NA NA NA 29.4683501561343 30.3610898252666 29.5392882951304 29.9461098112949
Nfs1 28.2353101465535 27.4854390593677 27.0471891513501 26.5266539120569 28.0521385135976 NA NA NA 26.9352944790587 26.8138092492847
Nfu1 27.3799081872119 27.6623659945093 26.6320267444911 27.7058467558702 27.2638316195175 NA 26.5313079187889 NA NA 26.2355107723446
Ngly1 24.9310332651192 NA 25.0172488211914 25.0734951722571 24.7143373224084 NA NA NA NA NA
Nid1 NA NA NA NA NA 27.1250958530566 NA 27.3877557907778 27.3173086169234 NA
Ninj1 25.1504452369997 24.7939502231274 24.8133453358432 25.3222004201308 24.829658816903 NA NA NA NA NA
Nipsnap1 31.7793602110857 31.6839743611046 31.7047542133076 31.4659149199134 31.7706204327112 NA NA NA NA NA
Nipsnap2 22.8108292008116 22.0638009365827 22.9415059174847 21.8309979149633 23.926595030585 32.6785049880239 32.062890425568 32.9169246166782 32.5871007197906 32.4009315955919
Nipsnap3b 28.318984072563 28.5155457197465 28.6982128790849 28.5478676884755 28.5408343612529 NA NA NA NA NA
Nit1 27.9838828236855 28.3000566001249 26.9334033664608 26.6675953719688 28.0287716917618 NA NA NA NA 24.3763495344854
Nit2 31.16334964682 31.1106600986777 31.0083285989906 31.2390447636159 31.1872511416397 26.7875081210846 28.2301546605805 28.1164700743763 27.4325505292011 27.3831686644447
Nln 26.6485568040821 26.9354412131197 26.5224416989839 26.607093678003 26.7670827771549 NA NA NA NA NA
Nlrp4a 24.2353583308064 23.3894605917752 27.5256187902932 NA 24.3401364376496 NA NA NA NA NA
Nme1 27.0544418766184 27.3351461041672 27.3994471788581 27.8357344823183 NA NA 25.7800996591565 NA NA 25.9528925658838
Nmi 26.8749460420995 27.0833032559244 27.1861158576758 27.0706319746433 27.2201542310128 NA NA NA NA NA
Nmt1 29.3382606201275 29.3100828445958 29.2319179521017 29.5580733912657 29.3351515897751 NA NA NA NA 25.2378149611155
Nnt 21.6215629939641 22.8335552903725 22.8468646698006 21.4350084841982 21.637194444439 27.6840522979545 NA 23.5830558958562 NA 23.6452370157528
Nol7 24.0651235453684 NA 24.0522313736681 24.5794879399915 23.8331047461867 NA NA NA NA NA
Nolc1 27.0914943584275 27.0398807623103 27.0673566247358 27.585772424692 27.0007174163972 NA NA NA NA NA
Nomo1 28.4115656047429 27.6101270335051 28.8036052011927 28.6101747819032 27.5635124201607 NA NA NA 25.2161212618872 NA
Nono 28.14571397021 27.9627903031597 28.9990313521716 28.5500346228651 28.5804569071466 NA 24.7467071673815 NA 24.4426808901273 23.5586660088915
Nop10 25.8662243262597 26.0963607924661 26.1257240427961 25.4551240193612 26.2217297866377 NA NA NA NA NA
Nop56 28.3779453153183 28.2109221252911 28.5613725767589 28.561390290475 28.6622663433491 NA NA NA NA NA
Nop58 28.3727291875342 28.5200065975691 28.4664639731692 28.5312600360289 28.3525143402208 NA NA NA NA NA
Npc2 26.6415096481417 26.906478916355 26.9215151924098 26.6468632975814 26.7231665136037 NA NA NA NA NA
Npepl1 27.3129956167637 27.1458968494399 27.3643280506906 27.1794631809149 27.4891279371313 NA 26.4533944047321 26.6419760161254 25.7554070719714 25.8687641014871
Npepps 28.1353491034144 28.7164481690414 29.1733319243032 27.990773344348 28.8974591428469 31.0606156494187 31.2003541404014 31.527203177362 31.2790679108836 31.2785318590412
Nploc4 27.7423122009802 27.6141723734899 28.2469874124741 27.9758582401403 27.7649231239194 27.5666164109055 27.7625748119076 27.4218680643411 27.5231476211756 27.5856653606049
Npm1 31.0884490907197 31.2785690253149 31.0568243330452 31.4195122992097 30.973306886475 26.5542186738977 29.0671436452344 28.1522610045839 29.2019682800539 28.7075197816776
Nqo1 25.3725915013091 25.2367892912105 25.6541408657639 25.6169301368911 25.455019701784 NA 27.0329891482749 NA NA 26.5199794268241
Nqo2 27.2887237483081 27.4852647050209 27.3829151947474 26.8876912412989 27.5976268380573 NA NA NA NA NA
Nqo2.1 30.088639608388 30.1218723854932 30.2497252842814 29.8962537434209 30.2422425853311 NA 27.8868698464008 24.986616258199 26.2508189762898 27.7178096935973
Nrap NA NA NA NA NA NA 28.1455923006781 28.1348991699481 28.109680829772 27.9117092982905
Nsdhl 25.1730453041578 25.1919091812455 25.1562567760132 25.0759324027592 NA NA NA NA NA NA
Nsf 25.2269361080858 25.3372986400854 25.4267668530192 25.1369801907533 25.3599302404785 NA 25.2105210364355 NA NA 25.433299576579
Nsfl1c 28.4246041950899 28.620986493679 28.6112928046451 28.616666109124 28.4629827594924 27.5542629833939 27.8583827245093 28.3155211302659 28.1188093654129 28.3076707052918
Nsun2 25.157349700259 24.8946066814039 25.5317485398485 NA 25.952157240344 NA NA NA NA NA
Nt5c 26.6504164799867 26.9320338070934 26.9682537348945 26.4951312294872 26.1525928250027 25.4325617405136 NA NA NA NA
Nt5c3 26.1536248118489 25.9270273810756 25.6871797906326 25.7527716998967 25.5939711535586 29.8720866799485 28.022612584803 28.6925118564986 28.9172973702981 28.9765122117781
Nubpl 24.798552892421 24.448366206343 NA 25.0743370625163 24.8590071199818 NA NA NA NA NA
Nucb1 29.7804810258856 29.9918823813261 29.9320038632219 30.4017688696857 30.028067155251 NA 25.7396480560974 NA NA NA
Nucks1 28.482413206378 29.1511267703482 27.9927413673277 29.1089625452829 28.122326146739 NA 25.2630935917879 25.5402694823669 25.0647175263834 24.8955210933676
Nudc 29.2399319427974 28.6666008768298 29.4486453873206 29.1367265936095 28.0949660074206 NA 24.0949748197071 25.8074670227408 NA 25.7478713135113
Nudcd2 25.6757773066304 25.5904202418432 25.5750346428415 25.6547261577977 25.6931217015791 NA NA NA NA NA
Nudt12 28.1856965876754 28.2087061385192 28.4217580912965 27.9561879318853 28.512626818462 NA NA NA NA NA
Nudt19 24.2637125985145 24.3740241395981 24.3597009344722 24.2221199617265 24.4467020095963 NA NA NA NA NA
Nudt21 25.9158408349495 26.0038844373998 25.7739114616523 25.9957160832406 NA NA NA NA NA NA
Nudt5 24.867681612053 24.7598768556872 25.3758313279076 25.8189096086369 24.8186196621815 NA NA NA NA NA
Nudt7 29.5199682174231 29.4533543429131 30.2467100762184 30.0412005703623 30.118175983124 25.917354827802 NA NA NA NA
Nudt9 23.2189100834239 22.677388919166 23.5904828204832 NA NA NA NA NA NA NA
Nufip2 24.7864644006609 24.9386708116144 24.5541974347686 24.5764993398227 24.4507733900351 NA NA NA NA NA
Numa1 26.661626927373 26.0876893295003 26.321966401841 26.5004330734564 26.1753959478102 NA 24.6194508321758 NA NA NA
Numb 24.762055684812 25.220820742568 NA 24.9002377100301 25.1773176950978 NA NA NA NA NA
Nup50 27.0086205672402 26.5038595188634 23.0987891325724 26.7178797781558 27.0471244634947 31.5002028494242 31.3569316815351 31.2704068546891 31.2405328463723 31.2253565239687
Nup54 23.9697775931104 24.429351511994 24.1382174342472 24.5442157046346 24.005576991797 NA NA NA NA NA
Nup62 24.8007873198798 24.6252072742223 24.669762270273 25.009396513585 25.1626135690865 NA NA NA NA NA
Nup93 24.0561107511038 23.8612794096787 23.9955092328582 NA NA NA NA NA NA NA
Nutf2 28.0364614450002 28.223903231731 27.2871707663747 28.0231589432204 27.7797407411907 31.0265870823794 30.6715032234177 30.3018160096627 30.483515573745 30.5073688171649
Oat 31.995187254077 32.3333552489371 32.5037497069898 31.6584346834516 32.2031161090704 NA 28.9757161661165 28.627121586996 29.2164371707548 28.892991211223
Obscn NA NA NA NA NA NA 28.6007692366523 NA 28.8848334253007 28.5008315651666
Obscn.2 22.4119700533691 23.7664348331926 22.8890862817658 23.1844329109501 23.3688609075329 34.0078774280145 33.6378262642511 34.0479509836171 33.6552902922598 33.9292509471112
Ociad1 29.7887129240644 29.9384373331865 29.7033579656686 29.7959849558541 29.4664539071299 NA 24.2401144176554 27.9607686358867 26.7637280107534 27.7886244070265
Odr4 NA 25.2134013996977 24.8578441371069 25.0382204163008 25.0378839400891 NA NA NA NA NA
Ogdh 30.9109664754197 30.8340834263074 30.5089964960128 30.1776407011486 30.8239671543912 33.2209995140612 33.114291867054 33.471333173247 33.1449720645835 33.0965708370384
Ogfr 25.0161562536239 25.2380315778924 25.0306526173898 25.2615775227561 24.9365406494342 NA 23.7631707789508 24.4135314405865 NA NA
Ogn 28.1293239267285 25.8223132539478 27.703667039037 27.8968692714289 26.1756787183012 31.4143966968121 31.2490321035775 32.0104627442373 32.1787426474071 32.3482789259418
Ola1 29.1483849847567 28.8466589569037 29.1400069577642 28.967834808148 28.9870268995149 30.2838545005769 30.017626231069 30.4607659822921 30.137296083502 30.1166803211052
Opa1 30.4847892536996 30.5104285867006 30.2200339071215 30.3075411119367 30.3161672290177 28.9827517681179 29.4479616188169 30.0447354397697 30.275807022447 30.1447530270707
Oplah 28.6289626935961 28.4947075596879 27.9768166851535 28.460297068252 28.24593340049 NA NA 29.0872858765759 28.6076491886917 28.3130314776533
Orm1 25.6572765123123 25.7948509224174 25.5619181936715 25.1405050873248 25.4911401516378 NA 26.0285865941066 NA NA 25.7515001506357
Osbp 25.7599135414438 26.0036085269733 25.9049204928107 25.7030902458194 25.8804335912715 NA 27.4392538606233 NA 26.8417401490148 NA
Osbpl8 NA NA NA NA NA 28.458374217705 27.8346289445961 28.4375989870894 28.3242589266677 28.4209762473255
Ostf1 26.5810437941749 26.2692322496118 26.5765100781248 27.0796962089341 26.2678158668465 NA NA NA NA NA
Otc 34.1578786435356 34.223874929997 34.1954884385812 33.8711537615626 34.0192312954655 26.797612436654 27.4285172009952 23.4266076791744 27.0661204539377 26.8302269861976
Otol1 28.1402100148052 28.4667509248099 28.0773356166797 28.7502579059157 28.4702049163493 28.0060208889764 27.3133036098969 27.9509611263714 27.4488781946585 27.4127999402422
Otub1 25.2132456093746 25.0567030450741 25.3017804932273 25.3847380349075 25.6996843893516 NA 26.3306331048345 NA 25.857157453861 NA
Oxct1 NA NA 25.3340322137106 NA NA 31.7278020076869 31.5747062260211 31.8115661863849 31.5367242161908 31.3810209974446
Oxsm 27.078123595059 27.101920903226 27.033106618933 26.0976555983612 26.8928013024777 NA NA NA NA NA
Oxsr1 26.6641858961536 26.2969142291084 26.5131395394878 26.9132277821169 27.2392865016091 28.1505534899166 28.2865527434522 28.7657944767905 28.3320732511084 28.5730681868092
P4hb 35.0061907554754 34.9399754725644 34.9659155058654 34.9759699025281 34.939518091205 32.0896147936829 31.9688492045218 32.3316804970915 32.2704264817573 32.2078937318754
Pa2g4 31.6236936534942 31.5951379636646 31.3924589674183 31.4281609144932 31.2330164833401 25.8928608557776 27.187733786048 23.4161116767452 26.8224574134009 27.3484163320127
Pabpc1 32.4729974020291 32.5585758355721 32.7009633764706 32.6592965400853 32.7444997124082 27.3323320384072 26.4985675099588 27.0206797594321 25.8785054357176 26.9091480537897
Pabpc4 27.1995227425424 27.2318925584687 27.6992385962892 27.7476214343151 27.5122630138816 28.5392866794976 28.5202541467358 28.4980951609853 28.3113488177803 28.4795103153448
Pabpn1 27.0619909926412 27.2805966124558 26.8199047704655 27.4183266417651 27.141561394096 NA NA 27.0924449819203 NA NA
Pacsin2 26.902083269775 28.240905439025 26.7247176296749 28.1627385528395 27.2258318509335 NA NA 26.1658912995362 NA 26.4304570721094
Pacsin3 26.938476889802 27.1171541427758 26.8439168927194 26.9636104513608 26.5137736015791 28.5089166026176 28.1138500267461 28.2666029584113 28.2663466931979 28.3696929916431
Padi2 NA NA NA NA NA 29.5579967040842 29.6531324593605 29.9144188384603 29.4434907455162 29.4914302815567
Paf1 23.9410959018098 NA NA 23.9545096326182 23.9792520528241 NA NA NA NA NA
Pafah1b1 26.4788127097004 26.2802616706018 26.384043019108 26.3099772379039 26.6241834644468 28.2911178012679 27.5887424865097 27.5561563279348 27.6393499931928 27.723923177111
Pafah1b2 26.1449300222274 26.8347564395153 26.67019054877 25.9211080653402 26.3994236316421 NA 26.5339938515978 NA NA NA
Pah 33.3768380750274 33.5068006919247 33.0681554579412 32.7692295813063 33.4458853272053 NA NA NA NA NA
