Protein.ID Gene.Name name ID
751 ENSMUSP00000061493 Eea1 Eea1 ENSMUSP00000061493
752 ENSMUSP00000042457 Eef1a1 Eef1a1 ENSMUSP00000042457
753 ENSMUSP00000116492 Eef1b2 Eef1b2 ENSMUSP00000116492
754 ENSMUSP00000112141 Eef1d Eef1d ENSMUSP00000112141
755 ENSMUSP00000001757 Eef1e1 Eef1e1 ENSMUSP00000001757
756 ENSMUSP00000093955 Eef1g Eef1g ENSMUSP00000093955
757 ENSMUSP00000046101 Eef2 Eef2 ENSMUSP00000046101
758 ENSMUSP00000131207 Eefsec Eefsec ENSMUSP00000131207
759 ENSMUSP00000044502 Efhd2 Efhd2 ENSMUSP00000044502
760 ENSMUSP00000137061 Efl1 Efl1 ENSMUSP00000137061
761 ENSMUSP00000134327 Eftud2 Eftud2 ENSMUSP00000134327
762 ENSMUSP00000020329 Egfr Egfr ENSMUSP00000020329
763 ENSMUSP00000144036 Ehd1 Ehd1 ENSMUSP00000144036
764 ENSMUSP00000024860 Ehd3 Ehd3 ENSMUSP00000024860
765 ENSMUSP00000023559 Ehhadh Ehhadh ENSMUSP00000023559
766 ENSMUSP00000041538 Eif1 Eif1 ENSMUSP00000041538
767 ENSMUSP00000084387 Eif1ax Eif1ax ENSMUSP00000084387
768 ENSMUSP00000029387 Eif2a Eif2a ENSMUSP00000029387
769 ENSMUSP00000004910 Eif2b2 Eif2b2 ENSMUSP00000004910
770 ENSMUSP00000070334 Eif2b3 Eif2b3 ENSMUSP00000070334
771 ENSMUSP00000076875 Eif2b4 Eif2b4 ENSMUSP00000076875
772 ENSMUSP00000071214 Eif2s1 Eif2s1 ENSMUSP00000071214
773 ENSMUSP00000128257 Eif2s2 Eif2s2 ENSMUSP00000128257
774 ENSMUSP00000088736 Eif2s3y Eif2s3y ENSMUSP00000088736
775 ENSMUSP00000025955 Eif3a Eif3a ENSMUSP00000025955
776 ENSMUSP00000098076 Eif3b Eif3b ENSMUSP00000098076
777 ENSMUSP00000032992 Eif3c Eif3c ENSMUSP00000032992
778 ENSMUSP00000098053 Eif3d Eif3d ENSMUSP00000098053
779 ENSMUSP00000022960 Eif3e Eif3e ENSMUSP00000022960
780 ENSMUSP00000004206 Eif3g Eif3g ENSMUSP00000004206
781 ENSMUSP00000022925 Eif3h Eif3h ENSMUSP00000022925
782 ENSMUSP00000099653 Eif3i Eif3i ENSMUSP00000099653
783 ENSMUSP00000028668 Eif3j1 Eif3j1 ENSMUSP00000028668
784 ENSMUSP00000066038 Eif3k Eif3k ENSMUSP00000066038
785 ENSMUSP00000038839 Eif3l Eif3l ENSMUSP00000038839
786 ENSMUSP00000106739 Eif3m Eif3m ENSMUSP00000106739
787 ENSMUSP00000127034 Eif4a1 Eif4a1 ENSMUSP00000127034
788 ENSMUSP00000023599 Eif4a2 Eif4a2 ENSMUSP00000023599
789 ENSMUSP00000026667 Eif4a3 Eif4a3 ENSMUSP00000026667
790 ENSMUSP00000127774 Eif4b Eif4b ENSMUSP00000127774
791 ENSMUSP00000143772 Eif4e Eif4e ENSMUSP00000143772
792 ENSMUSP00000111117 Eif4g1 Eif4g1 ENSMUSP00000111117
793 ENSMUSP00000125375 Eif4g2 Eif4g2 ENSMUSP00000125375
794 ENSMUSP00000101457 Eif4g3 Eif4g3 ENSMUSP00000101457
795 ENSMUSP00000048833 Eif4h Eif4h ENSMUSP00000048833
796 ENSMUSP00000152791 Eif5 Eif5 ENSMUSP00000152791
797 ENSMUSP00000132717 Eif5a Eif5a ENSMUSP00000132717
798 ENSMUSP00000027252 Eif5b Eif5b ENSMUSP00000027252
799 ENSMUSP00000029142 Eif6 Eif6 ENSMUSP00000029142
800 ENSMUSP00000104337 Elac2 Elac2 ENSMUSP00000104337
801 ENSMUSP00000146866 Elavl1 Elavl1 ENSMUSP00000146866
802 ENSMUSP00000030427 Eloa Eloa ENSMUSP00000030427
803 ENSMUSP00000066210 Elob Elob ENSMUSP00000066210
804 ENSMUSP00000140161 Eloc Eloc ENSMUSP00000140161
805 ENSMUSP00000114112 Elovl2 Elovl2 ENSMUSP00000114112
806 ENSMUSP00000049034 Emc1 Emc1 ENSMUSP00000049034
807 ENSMUSP00000032425 Emc3 Emc3 ENSMUSP00000032425
808 ENSMUSP00000068610 Emc7 Emc7 ENSMUSP00000068610
809 ENSMUSP00000138068 Emc8 Emc8 ENSMUSP00000138068
810 ENSMUSP00000094133 Emd Emd ENSMUSP00000094133
811 ENSMUSP00000041880 Eml4 Eml4 ENSMUSP00000041880
812 ENSMUSP00000157807 Eno1b Eno1b ENSMUSP00000157807
813 ENSMUSP00000128714 Eno3 Eno3 ENSMUSP00000128714
814 ENSMUSP00000129704 Enoph1 Enoph1 ENSMUSP00000129704
815 ENSMUSP00000029658 Enpep Enpep ENSMUSP00000029658
816 ENSMUSP000000254830 ENSMUSP000000254830 ENSMUSP000000254830 ENSMUSP000000254830
817 ENSMUSP000000317790 ENSMUSP000000317790 ENSMUSP000000317790 ENSMUSP000000317790
818 ENSMUSP00000052262pepscaffold ENSMUSP00000052262pepscaffold ENSMUSP00000052262pepscaffold ENSMUSP00000052262pepscaffold
819 ENSMUSP00000114011 Entpd5 Entpd5 ENSMUSP00000114011
820 ENSMUSP00000154515 Eny2 Eny2 ENSMUSP00000154515
821 ENSMUSP00000158714 Epb41 Epb41 ENSMUSP00000158714
822 ENSMUSP00000151875 Epb41l2 Epb41l2 ENSMUSP00000151875
823 ENSMUSP00000047551 Ephx1 Ephx1 ENSMUSP00000047551
824 ENSMUSP00000069209 Ephx2 Ephx2 ENSMUSP00000069209
825 ENSMUSP00000096445 Epn1 Epn1 ENSMUSP00000096445
826 ENSMUSP00000154609 Eppk1 Eppk1 ENSMUSP00000154609
827 ENSMUSP00000045841 Eprs Eprs ENSMUSP00000045841
828 ENSMUSP00000118949 Eps15 Eps15 ENSMUSP00000118949
829 ENSMUSP00000148468 Eps15l1 Eps15l1 ENSMUSP00000148468
830 ENSMUSP00000026577 Eps8l2 Eps8l2 ENSMUSP00000026577
831 ENSMUSP00000133166 Erap1 Erap1 ENSMUSP00000133166
832 ENSMUSP00000138823 Erc1 Erc1 ENSMUSP00000138823
833 ENSMUSP00000132922 Ergic1 Ergic1 ENSMUSP00000132922
834 ENSMUSP00000129684 Erlin1 Erlin1 ENSMUSP00000129684
835 ENSMUSP00000033873 Erlin2 Erlin2 ENSMUSP00000033873
836 ENSMUSP00000153844 Ero1l Ero1l ENSMUSP00000153844
837 ENSMUSP00000071864 Ero1lb Ero1lb ENSMUSP00000071864
838 ENSMUSP00000117347 Erp29 Erp29 ENSMUSP00000117347
839 ENSMUSP00000030028 Erp44 Erp44 ENSMUSP00000030028
840 ENSMUSP00000135063 Esd Esd ENSMUSP00000135063
841 ENSMUSP00000151519 Esyt1 Esyt1 ENSMUSP00000151519
842 ENSMUSP00000025218 Etf1 Etf1 ENSMUSP00000025218
843 ENSMUSP00000034866 Etfa Etfa ENSMUSP00000034866
844 ENSMUSP00000004729 Etfb Etfb ENSMUSP00000004729
845 ENSMUSP00000029386 Etfdh Etfdh ENSMUSP00000029386
846 ENSMUSP00000107355 Etfrf1 Etfrf1 ENSMUSP00000107355
847 ENSMUSP00000076433 Ethe1 Ethe1 ENSMUSP00000076433
848 ENSMUSP00000129120 Etnppl Etnppl ENSMUSP00000129120
849 ENSMUSP00000073034 Ewsr1 Ewsr1 ENSMUSP00000073034
850 ENSMUSP00000046719 Exoc1 Exoc1 ENSMUSP00000046719
851 ENSMUSP00000100010 Exoc2 Exoc2 ENSMUSP00000100010
852 ENSMUSP00000063734 Ezr Ezr ENSMUSP00000063734
853 ENSMUSP00000106967 F2 F2 ENSMUSP00000106967
854 ENSMUSP00000041543 Faah Faah ENSMUSP00000041543
855 ENSMUSP00000064655 Fabp1 Fabp1 ENSMUSP00000064655
856 ENSMUSP00000023820 Fabp2 Fabp2 ENSMUSP00000023820
857 ENSMUSP00000029041 Fabp4 Fabp4 ENSMUSP00000029041
858 ENSMUSP00000029046 Fabp5 Fabp5 ENSMUSP00000029046
859 ENSMUSP00000010807 Fads1 Fads1 ENSMUSP00000010807
860 ENSMUSP00000025567 Fads2 Fads2 ENSMUSP00000025567
861 ENSMUSP00000121606 Faf2 Faf2 ENSMUSP00000121606
862 ENSMUSP00000032865 Fah Fah ENSMUSP00000032865
863 ENSMUSP00000055827 Fahd1 Fahd1 ENSMUSP00000055827
864 ENSMUSP00000028848 Fahd2a Fahd2a ENSMUSP00000028848
865 ENSMUSP00000135846 Fam107b Fam107b ENSMUSP00000135846
866 ENSMUSP00000020831 Fam114a2 Fam114a2 ENSMUSP00000020831
867 ENSMUSP00000053877 Fam120a Fam120a ENSMUSP00000053877
868 ENSMUSP00000071426 Fam136a Fam136a ENSMUSP00000071426
869 ENSMUSP00000004057 Fam162a Fam162a ENSMUSP00000004057
870 ENSMUSP00000045927 Fam210a Fam210a ENSMUSP00000045927
871 ENSMUSP00000115724 Fam234a Fam234a ENSMUSP00000115724
872 ENSMUSP00000154320 Fam49b Fam49b ENSMUSP00000154320
873 ENSMUSP00000157054 Fam98a Fam98a ENSMUSP00000157054
874 ENSMUSP00000028825 Fam98b Fam98b ENSMUSP00000028825
875 ENSMUSP00000026635 Farp1 Farp1 ENSMUSP00000026635
876 ENSMUSP00000105376 Farsa Farsa ENSMUSP00000105376
877 ENSMUSP00000129828 Farsb Farsb ENSMUSP00000129828
878 ENSMUSP00000145585 Fasn Fasn ENSMUSP00000145585
879 ENSMUSP00000146068 Fasn Fasn.1 ENSMUSP00000146068
880 ENSMUSP00000157825 Fau Fau ENSMUSP00000157825
881 ENSMUSP00000037613 Fbl Fbl ENSMUSP00000037613
882 ENSMUSP00000090564 Fbp1 Fbp1 ENSMUSP00000090564
883 ENSMUSP00000079882 Fcgr2b Fcgr2b ENSMUSP00000079882
884 ENSMUSP00000147969 Fcgrt Fcgrt ENSMUSP00000147969
885 ENSMUSP00000142770 Fdps Fdps ENSMUSP00000142770
886 ENSMUSP00000034552 Fdx1 Fdx1 ENSMUSP00000034552
887 ENSMUSP00000021078 Fdxr Fdxr ENSMUSP00000021078
888 ENSMUSP00000158038 Fech Fech ENSMUSP00000158038
889 ENSMUSP00000155337 Fer1l6 Fer1l6 ENSMUSP00000155337
890 ENSMUSP00000044554 Fermt2 Fermt2 ENSMUSP00000044554
891 ENSMUSP00000112324 Fetub Fetub ENSMUSP00000112324
892 ENSMUSP00000157359 Fez2 Fez2 ENSMUSP00000157359
893 ENSMUSP00000029630 Fga Fga ENSMUSP00000029630
894 ENSMUSP00000039472 Fgb Fgb ENSMUSP00000039472
895 ENSMUSP00000157968 Fgf1 Fgf1 ENSMUSP00000157968
896 ENSMUSP00000037018 Fgg Fgg ENSMUSP00000037018
897 ENSMUSP00000043460 Fggy Fggy ENSMUSP00000043460
898 ENSMUSP00000027810 Fh1 Fh1 ENSMUSP00000027810
899 ENSMUSP00000110420 Fhl1 Fhl1 ENSMUSP00000110420
900 ENSMUSP00000109163 Fip1l1 Fip1l1 ENSMUSP00000109163
901 ENSMUSP00000106723 Fis1 Fis1 ENSMUSP00000106723
902 ENSMUSP00000081575 Fkbp15 Fkbp15 ENSMUSP00000081575
903 ENSMUSP00000037206 Fkbp1a Fkbp1a ENSMUSP00000037206
904 ENSMUSP00000136438 Fkbp2 Fkbp2 ENSMUSP00000136438
905 ENSMUSP00000021332 Fkbp3 Fkbp3 ENSMUSP00000021332
906 ENSMUSP00000032508 Fkbp4 Fkbp4 ENSMUSP00000032508
907 ENSMUSP00000156418 Fkbp5 Fkbp5 ENSMUSP00000156418
908 ENSMUSP00000112527 Fkbp8 Fkbp8 ENSMUSP00000112527
909 ENSMUSP00000122252 Flad1 Flad1 ENSMUSP00000122252
910 ENSMUSP00000002889 Flii Flii ENSMUSP00000002889
911 ENSMUSP00000121082 Flna Flna ENSMUSP00000121082
912 ENSMUSP00000052020 Flnb Flnb ENSMUSP00000052020
913 ENSMUSP00000099139 Flnc Flnc ENSMUSP00000099139
914 ENSMUSP00000134699 Flot1 Flot1 ENSMUSP00000134699
915 ENSMUSP00000098347 Flot2 Flot2 ENSMUSP00000098347
916 ENSMUSP00000037259 Fmo1 Fmo1 ENSMUSP00000037259
917 ENSMUSP00000107135 Fmo2 Fmo2 ENSMUSP00000107135
918 ENSMUSP00000102665 Fmo5 Fmo5 ENSMUSP00000102665
919 ENSMUSP00000139702 Fn1 Fn1 ENSMUSP00000139702
920 ENSMUSP00000016138 Fnta Fnta ENSMUSP00000016138
921 ENSMUSP00000001183 Ftcd Ftcd ENSMUSP00000001183
922 ENSMUSP00000158539 Fth1 Fth1 ENSMUSP00000158539
923 ENSMUSP00000152609 Ftl1-ps1 Ftl1-ps1 ENSMUSP00000152609
924 ENSMUSP00000143370 Fubp1 Fubp1 ENSMUSP00000143370
925 ENSMUSP00000135026 Fundc1 Fundc1 ENSMUSP00000135026
926 ENSMUSP00000033541 Fundc2 Fundc2 ENSMUSP00000033541
927 ENSMUSP00000076801 Fus Fus ENSMUSP00000076801
928 ENSMUSP00000080081 Fxn Fxn ENSMUSP00000080081
929 ENSMUSP00000142441 Fxr1 Fxr1 ENSMUSP00000142441
930 ENSMUSP00000018727 G3bp1 G3bp1 ENSMUSP00000018727
931 ENSMUSP00000132469 G3bp2 G3bp2 ENSMUSP00000132469
932 ENSMUSP00000145175 Gabarapl1 Gabarapl1 ENSMUSP00000145175
933 ENSMUSP00000021114 Galk1 Galk1 ENSMUSP00000021114
934 ENSMUSP00000028636 Galk2 Galk2 ENSMUSP00000028636
935 ENSMUSP00000040580 Galm Galm ENSMUSP00000040580
936 ENSMUSP00000103673 Galt Galt ENSMUSP00000103673
937 ENSMUSP00000101002 Gamt Gamt ENSMUSP00000101002
938 ENSMUSP00000093965 Ganab Ganab ENSMUSP00000093965
939 ENSMUSP00000113213 Gapdh Gapdh ENSMUSP00000113213
940 ENSMUSP00000138403 Gapdh Gapdh.1 ENSMUSP00000138403
941 ENSMUSP00000118752 Gar1 Gar1 ENSMUSP00000118752
942 ENSMUSP00000003572 Gars Gars ENSMUSP00000003572
943 ENSMUSP00000156002 Gart Gart ENSMUSP00000156002
944 ENSMUSP00000001242 Gatd3a Gatd3a ENSMUSP00000001242
945 ENSMUSP00000142401 Gba Gba ENSMUSP00000142401
946 ENSMUSP00000127642 Gbe1 Gbe1 ENSMUSP00000127642
947 ENSMUSP00000026254 Gbf1 Gbf1 ENSMUSP00000026254
948 ENSMUSP00000132435 Gbp2 Gbp2 ENSMUSP00000132435
949 ENSMUSP00000098521 Gbp9 Gbp9 ENSMUSP00000098521
950 ENSMUSP00000046636 Gc Gc ENSMUSP00000046636
951 ENSMUSP00000006544 Gcat Gcat ENSMUSP00000006544
952 ENSMUSP00000105367 Gcdh Gcdh ENSMUSP00000105367
953 ENSMUSP00000087405 Gch1 Gch1 ENSMUSP00000087405
954 ENSMUSP00000060835 Gchfr Gchfr ENSMUSP00000060835
955 ENSMUSP00000105448 Gck Gck ENSMUSP00000105448
956 ENSMUSP00000144202 Gckr Gckr ENSMUSP00000144202
957 ENSMUSP00000034905 Gclc Gclc ENSMUSP00000034905
958 ENSMUSP00000136987 Gclm Gclm ENSMUSP00000136987
959 ENSMUSP00000069432 Gcn1l1 Gcn1l1 ENSMUSP00000069432
960 ENSMUSP00000037131 Gcsh Gcsh ENSMUSP00000037131
961 ENSMUSP00000084882 Gda Gda ENSMUSP00000084882
962 ENSMUSP00000015435 Gdi1 Gdi1 ENSMUSP00000015435
963 ENSMUSP00000152454 Gdi2 Gdi2 ENSMUSP00000152454
964 ENSMUSP00000076503 Gfm1 Gfm1 ENSMUSP00000076503
965 ENSMUSP00000124253 Gfm2 Gfm2 ENSMUSP00000124253
966 ENSMUSP00000120154 Ggct Ggct ENSMUSP00000120154
967 ENSMUSP00000141277 Ggcx Ggcx ENSMUSP00000141277
968 ENSMUSP00000153458 Ghitm Ghitm ENSMUSP00000153458
969 ENSMUSP00000112530 Gimap4 Gimap4 ENSMUSP00000112530
970 ENSMUSP00000113904 Gjb1 Gjb1 ENSMUSP00000113904
971 ENSMUSP00000026039 Gk Gk ENSMUSP00000026039
972 ENSMUSP00000055803 Glb1 Glb1 ENSMUSP00000055803
973 ENSMUSP00000025778 Gldc Gldc ENSMUSP00000025778
974 ENSMUSP00000158296 Glo1 Glo1 ENSMUSP00000158296
975 ENSMUSP00000131788 Glod4 Glod4 ENSMUSP00000131788
976 ENSMUSP00000152802 Glrx Glrx ENSMUSP00000152802
977 ENSMUSP00000066621 Glrx3 Glrx3 ENSMUSP00000066621
978 ENSMUSP00000021522 Glrx5 Glrx5 ENSMUSP00000021522
979 ENSMUSP00000047376 Gls2 Gls2 ENSMUSP00000047376
980 ENSMUSP00000022322 Glud1 Glud1 ENSMUSP00000022322
981 ENSMUSP00000130934 Glud1 Glud1.1 ENSMUSP00000130934
982 ENSMUSP00000123157 Glul Glul ENSMUSP00000123157
983 ENSMUSP00000043308 Glyat Glyat ENSMUSP00000043308
984 ENSMUSP00000114002 Glyat Glyat.1 ENSMUSP00000114002
985 ENSMUSP00000108162 Glyctk Glyctk ENSMUSP00000108162
986 ENSMUSP00000023189 Glyr1 Glyr1 ENSMUSP00000023189
987 ENSMUSP00000140515 Gm10031 Gm10031 ENSMUSP00000140515
988 ENSMUSP00000147411 Gm10131 Gm10131 ENSMUSP00000147411
989 ENSMUSP00000152211 Gm11361 Gm11361 ENSMUSP00000152211
990 ENSMUSP00000148433 Gm11639 Gm11639 ENSMUSP00000148433
991 ENSMUSP00000099843 Gm2000 Gm2000 ENSMUSP00000099843
992 ENSMUSP00000152074 Gm20075 Gm20075 ENSMUSP00000152074
993 ENSMUSP00000118564 Gm20388 Gm20388 ENSMUSP00000118564
994 ENSMUSP00000132590 Gm20390 Gm20390 ENSMUSP00000132590
995 ENSMUSP00000127808 Gm20425 Gm20425 ENSMUSP00000127808
996 ENSMUSP00000134112 Gm20441 Gm20441 ENSMUSP00000134112
997 ENSMUSP00000000608 Gm2a Gm2a ENSMUSP00000000608
998 ENSMUSP00000150224 Gm3776 Gm3776 ENSMUSP00000150224
999 ENSMUSP00000127198 Gm4737 Gm4737 ENSMUSP00000127198
1000 ENSMUSP00000134357 Gm49325 Gm49325 ENSMUSP00000134357
1001 ENSMUSP00000031549 Gm4951 Gm4951 ENSMUSP00000031549
1002 ENSMUSP00000090607 Gm4952 Gm4952 ENSMUSP00000090607
1003 ENSMUSP00000156883 Gm49909 Gm49909 ENSMUSP00000156883
1004 ENSMUSP00000135956 Gm5096 Gm5096 ENSMUSP00000135956
1005 ENSMUSP00000154633 Gm7324 Gm7324 ENSMUSP00000154633
1006 ENSMUSP00000141274 Gm9774 Gm9774 ENSMUSP00000141274
1007 ENSMUSP00000154491 Gmfb Gmfb ENSMUSP00000154491
1008 ENSMUSP00000109214 Gmppa Gmppa ENSMUSP00000109214
1009 ENSMUSP00000107914 Gmppb Gmppb ENSMUSP00000107914
1010 ENSMUSP00000000260 Gmpr Gmpr ENSMUSP00000000260
1011 ENSMUSP00000029405 Gmps Gmps ENSMUSP00000029405
1012 ENSMUSP00000043190 Gna11 Gna11 ENSMUSP00000043190
1013 ENSMUSP00000142326 Gnai2 Gnai2 ENSMUSP00000142326
1014 ENSMUSP00000133521 Gne Gne ENSMUSP00000133521
1015 ENSMUSP00000114014 Gng5 Gng5 ENSMUSP00000114014
1016 ENSMUSP00000002846 Gnmt Gnmt ENSMUSP00000002846
1017 ENSMUSP00000069081 Gnpda1 Gnpda1 ENSMUSP00000069081
1018 ENSMUSP00000154084 Gnpnat1 Gnpnat1 ENSMUSP00000154084
1019 ENSMUSP00000043167 Gns Gns ENSMUSP00000043167
1020 ENSMUSP00000080374 Golga2 Golga2 ENSMUSP00000080374
1021 ENSMUSP00000108131 Golga3 Golga3 ENSMUSP00000108131
1022 ENSMUSP00000137305 Golga5 Golga5 ENSMUSP00000137305
1023 ENSMUSP00000110460 Golgb1 Golgb1 ENSMUSP00000110460
1024 ENSMUSP00000114006 Golim4 Golim4 ENSMUSP00000114006
1025 ENSMUSP00000057375 Golph3 Golph3 ENSMUSP00000057375
1026 ENSMUSP00000107820 Gorasp2 Gorasp2 ENSMUSP00000107820
1027 ENSMUSP00000102627 Gosr2 Gosr2 ENSMUSP00000102627
1028 ENSMUSP00000026196 Got1 Got1 ENSMUSP00000026196
1029 ENSMUSP00000034097 Got2 Got2 ENSMUSP00000034097
1030 ENSMUSP00000127325 Gpat4 Gpat4 ENSMUSP00000127325
1031 ENSMUSP00000023760 Gpd1 Gpd1 ENSMUSP00000023760
1032 ENSMUSP00000081913 Gpd1l Gpd1l ENSMUSP00000081913
1033 ENSMUSP00000130992 Gpd2 Gpd2 ENSMUSP00000130992
1034 ENSMUSP00000054064 Gphn Gphn ENSMUSP00000054064
1035 ENSMUSP00000049355 Gpi1 Gpi1 ENSMUSP00000049355
1036 ENSMUSP00000051805 Gprin3 Gprin3 ENSMUSP00000051805
1037 ENSMUSP00000147152 Gps1 Gps1 ENSMUSP00000147152
1038 ENSMUSP00000155686 Gpt Gpt ENSMUSP00000155686
1039 ENSMUSP00000034136 Gpt2 Gpt2 ENSMUSP00000034136
1040 ENSMUSP00000141279 Gpx1 Gpx1 ENSMUSP00000141279
1041 ENSMUSP00000119165 Gpx3 Gpx3 ENSMUSP00000119165
1042 ENSMUSP00000138186 Gpx4 Gpx4 ENSMUSP00000138186
1043 ENSMUSP00000102104 Grb2 Grb2 ENSMUSP00000102104
1044 ENSMUSP00000047218 Grhpr Grhpr ENSMUSP00000047218
1045 ENSMUSP00000031099 Grpel1 Grpel1 ENSMUSP00000031099
1046 ENSMUSP00000023507 Gsk3b Gsk3b ENSMUSP00000023507
1047 ENSMUSP00000144561 Gsn Gsn ENSMUSP00000144561
1048 ENSMUSP00000130583 Gspt1 Gspt1 ENSMUSP00000130583
1049 ENSMUSP00000033992 Gsr Gsr ENSMUSP00000033992
1050 ENSMUSP00000078630 Gss Gss ENSMUSP00000078630
1051 ENSMUSP00000034902 Gsta2 Gsta2 ENSMUSP00000034902
1052 ENSMUSP00000113262 Gsta3 Gsta3 ENSMUSP00000113262
1053 ENSMUSP00000140210 Gsta3 Gsta3.1 ENSMUSP00000140210
1054 ENSMUSP00000034903 Gsta4 Gsta4 ENSMUSP00000034903
1055 ENSMUSP00000031897 Gstk1 Gstk1 ENSMUSP00000031897
1056 ENSMUSP00000118874 Gstm1 Gstm1 ENSMUSP00000118874
1057 ENSMUSP00000012348 Gstm2 Gstm2 ENSMUSP00000012348
1058 ENSMUSP00000004136 Gstm3 Gstm3 ENSMUSP00000004136
1059 ENSMUSP00000029489 Gstm4 Gstm4 ENSMUSP00000029489
1060 ENSMUSP00000004134 Gstm5 Gstm5 ENSMUSP00000004134
1061 ENSMUSP00000102296 Gstm6 Gstm6 ENSMUSP00000102296
1062 ENSMUSP00000102299 Gstm7 Gstm7 ENSMUSP00000102299
1063 ENSMUSP00000026050 Gsto1 Gsto1 ENSMUSP00000026050
1064 ENSMUSP00000158400 Gstp1 Gstp1 ENSMUSP00000158400
1065 ENSMUSP00000001713 Gstt1 Gstt1 ENSMUSP00000001713
1066 ENSMUSP00000151701 Gstt2 Gstt2 ENSMUSP00000151701
1067 ENSMUSP00000001715 Gstt3 Gstt3 ENSMUSP00000001715
1068 ENSMUSP00000152707 Gstz1 Gstz1 ENSMUSP00000152707
1069 ENSMUSP00000002733 Gtf2f1 Gtf2f1 ENSMUSP00000002733
1070 ENSMUSP00000134035 Gtf2i Gtf2i ENSMUSP00000134035
1071 ENSMUSP00000130214 Guk1 Guk1 ENSMUSP00000130214
1072 ENSMUSP00000060912 Gulo Gulo ENSMUSP00000060912
1073 ENSMUSP00000026613 Gusb Gusb ENSMUSP00000026613
1074 ENSMUSP00000136035 Gyg Gyg ENSMUSP00000136035
1075 ENSMUSP00000032371 Gys2 Gys2 ENSMUSP00000032371
1076 ENSMUSP00000120068 H13 H13 ENSMUSP00000120068
1077 ENSMUSP00000137309 H1f0 H1f0 ENSMUSP00000137309
1078 ENSMUSP00000134570 H2-D1 H2-D1 ENSMUSP00000134570
1079 ENSMUSP00000157920 H2-K1 H2-K1 ENSMUSP00000157920
1080 ENSMUSP00000157935 H2-Ke6 H2-Ke6 ENSMUSP00000157935
1081 ENSMUSP00000134163 H2-Q10 H2-Q10 ENSMUSP00000134163
1082 ENSMUSP00000051432 H2afx H2afx ENSMUSP00000051432
1083 ENSMUSP00000016081 H2afy H2afy ENSMUSP00000016081
1084 ENSMUSP00000036907 H2afz H2afz ENSMUSP00000036907
1085 ENSMUSP00000125104 H3f3a H3f3a ENSMUSP00000125104
1086 ENSMUSP00000081134 H6pd H6pd ENSMUSP00000081134
1087 ENSMUSP00000000687 Haao Haao ENSMUSP00000000687
1088 ENSMUSP00000021929 Habp4 Habp4 ENSMUSP00000021929
1089 ENSMUSP00000060462 Hacd2 Hacd2 ENSMUSP00000060462
1090 ENSMUSP00000044955 Hacd3 Hacd3 ENSMUSP00000044955
1091 ENSMUSP00000120452 Hacl1 Hacl1 ENSMUSP00000120452
1092 ENSMUSP00000029610 Hadh Hadh ENSMUSP00000029610
1093 ENSMUSP00000120976 Hadha Hadha ENSMUSP00000120976
1094 ENSMUSP00000110434 Hadhb Hadhb ENSMUSP00000110434
1095 ENSMUSP00000024974 Hagh Hagh ENSMUSP00000024974
1096 ENSMUSP00000123336 Hal Hal ENSMUSP00000123336
1097 ENSMUSP00000028704 Hao1 Hao1 ENSMUSP00000028704
1098 ENSMUSP00000001416 Hars Hars ENSMUSP00000001416
1099 ENSMUSP00000019287 Hars2 Hars2 ENSMUSP00000019287
1100 ENSMUSP00000090897 Hba-a1 Hba-a1 ENSMUSP00000090897
1101 ENSMUSP00000095794 Hbb-bt Hbb-bt ENSMUSP00000095794
1102 ENSMUSP00000033229 Hbb-y Hbb-y ENSMUSP00000033229
1103 ENSMUSP00000028233 Hc Hc ENSMUSP00000028233
1104 ENSMUSP00000019911 Hdac2 Hdac2 ENSMUSP00000019911
1105 ENSMUSP00000005017 Hdgf Hdgf ENSMUSP00000005017
1106 ENSMUSP00000123320 Hdhd2 Hdhd2 ENSMUSP00000123320
1107 ENSMUSP00000036337 Hdhd3 Hdhd3 ENSMUSP00000036337
1108 ENSMUSP00000127903 Hdlbp Hdlbp ENSMUSP00000127903
1109 ENSMUSP00000042232 Hebp1 Hebp1 ENSMUSP00000042232
1110 ENSMUSP00000022169 Hexb Hexb ENSMUSP00000022169
1111 ENSMUSP00000125492 Hgd Hgd ENSMUSP00000125492
1112 ENSMUSP00000101811 Hgs Hgs ENSMUSP00000101811
1113 ENSMUSP00000131971 Hhatl Hhatl ENSMUSP00000131971
1114 ENSMUSP00000031788 Hibadh Hibadh ENSMUSP00000031788
1115 ENSMUSP00000045606 Hibch Hibch ENSMUSP00000045606
1116 ENSMUSP00000149331 Higd1a Higd1a ENSMUSP00000149331
1117 ENSMUSP00000020504 Hint1 Hint1 ENSMUSP00000020504
1118 ENSMUSP00000030192 Hint2 Hint2 ENSMUSP00000030192
1119 ENSMUSP00000062030 Hist1h1a Hist1h1a ENSMUSP00000062030
1120 ENSMUSP00000079356 Hist1h1b Hist1h1b ENSMUSP00000079356
1121 ENSMUSP00000045816 Hist1h1c Hist1h1c ENSMUSP00000045816
1122 ENSMUSP00000044395 Hist1h1d Hist1h1d ENSMUSP00000044395
1123 ENSMUSP00000057308 Hist1h1e Hist1h1e ENSMUSP00000057308
1124 ENSMUSP00000153457 Hist1h2bm Hist1h2bm ENSMUSP00000153457
1125 ENSMUSP00000106102 Hist1h2br Hist1h2br ENSMUSP00000106102
